,negative,positive,total
leapt,1.0,0.0,1.0
lear,1.0,4.0,5.0
leari,5.0,6.0,11.0
learn,690.0,996.0,1686.0
learner,1.0,1.0,2.0
learningread,0.0,1.0,1.0
learnsher,0.0,1.0,1.0
learnt,3.0,11.0,14.0
leas,3.0,0.0,3.0
leash,3.0,1.0,4.0
least,1039.0,542.0,1581.0
leathal,1.0,0.0,1.0
leathel,0.0,1.0,1.0
leather,22.0,7.0,29.0
leatherbound,0.0,1.0,1.0
leatherfac,2.0,0.0,2.0
leatheri,1.0,0.0,1.0
leav,560.0,494.0,1054.0
leaveear,1.0,0.0,1.0
leaven,0.0,2.0,2.0
leaver,0.0,1.0,1.0
lebanes,0.0,1.0,1.0
lebe,1.0,0.0,1.0
leben,0.0,1.0,1.0
lebrock,0.0,1.0,1.0
lecarr,1.0,0.0,1.0
lecher,2.0,0.0,2.0
lecithin,1.0,0.0,1.0
leclercq,0.0,2.0,2.0
lecter,5.0,4.0,9.0
lectionari,1.0,0.0,1.0
lectur,7.0,1.0,8.0
led,107.0,95.0,202.0
ledai,0.0,1.0,1.0
leder,0.0,2.0,2.0
ledger,0.0,3.0,3.0
lee,34.0,41.0,75.0
leeann,1.0,0.0,1.0
leech,4.0,0.0,4.0
leek,1.0,0.0,1.0
leep,0.0,2.0,2.0
leer,4.0,0.0,4.0
leeri,2.0,1.0,3.0
leet,1.0,1.0,2.0
leeway,1.0,0.0,1.0
leez,2.0,0.0,2.0
left,700.0,414.0,1114.0
lefti,3.0,3.0,6.0
leftist,5.0,2.0,7.0
leftov,2.0,0.0,2.0
leftunrecord,1.0,0.0,1.0
leftw,1.0,0.0,1.0
leg,16.0,18.0,34.0
legaci,1.0,1.0,2.0
legal,53.0,44.0,97.0
legalist,2.0,1.0,3.0
legato,0.0,1.0,1.0
legenadari,0.0,1.0,1.0
legend,21.0,39.0,60.0
legendari,28.0,50.0,78.0
legendati,0.0,1.0,1.0
legendgreat,0.0,1.0,1.0
leggi,1.0,0.0,1.0
legibl,3.0,1.0,4.0
legisl,0.0,2.0,2.0
legit,1.0,6.0,7.0
legitam,1.0,0.0,1.0
legitim,20.0,9.0,29.0
legitimis,1.0,0.0,1.0
lego,1.0,5.0,6.0
legrand,1.0,1.0,2.0
legrandefromag,0.0,1.0,1.0
leguin,2.0,1.0,3.0
leguizamo,1.0,0.0,1.0
legum,0.0,1.0,1.0
leia,4.0,0.0,4.0
leiber,1.0,0.0,1.0
leido,1.0,2.0,3.0
leif,1.0,0.0,1.0
leifwin,0.0,1.0,1.0
leigh,6.0,7.0,13.0
leisa,1.0,0.0,1.0
leisur,0.0,8.0,8.0
lejo,1.0,0.0,1.0
lem,2.0,0.0,2.0
leman,3.0,0.0,3.0
lemay,0.0,2.0,2.0
lemmi,1.0,2.0,3.0
lemon,26.0,4.0,30.0
lemonad,1.0,0.0,1.0
lemoni,0.0,1.0,1.0
len,45.0,97.0,142.0
lena,2.0,3.0,5.0
lend,12.0,27.0,39.0
lene,2.0,0.0,2.0
lenght,1.0,1.0,2.0
lenghth,1.0,0.0,1.0
lenghti,2.0,0.0,2.0
length,5.0,9.0,14.0
lengthen,3.0,1.0,4.0
lengthi,25.0,10.0,35.0
lengthwis,0.0,1.0,1.0
lenhoff,0.0,1.0,1.0
leni,1.0,0.0,1.0
leningrad,1.0,0.0,1.0
lenmar,0.0,1.0,1.0
lenni,5.0,16.0,21.0
lennon,2.0,6.0,8.0
lennox,0.0,1.0,1.0
leno,0.0,1.0,1.0
lenovo,2.0,1.0,3.0
lenox,1.0,0.0,1.0
lens,2.0,8.0,10.0
lenser,0.0,1.0,1.0
lent,5.0,13.0,18.0
lentek,1.0,0.0,1.0
lenticular,2.0,0.0,2.0
lenz,0.0,1.0,1.0
leo,2.0,8.0,10.0
leon,3.0,3.0,6.0
leonard,5.0,8.0,13.0
leonardo,5.0,2.0,7.0
leong,1.0,0.0,1.0
leonowen,2.0,0.0,2.0
leontyn,0.0,1.0,1.0
leopard,5.0,2.0,7.0
leopold,1.0,0.0,1.0
leornard,0.0,1.0,1.0
leotard,1.0,0.0,1.0
lep,0.0,1.0,1.0
leper,0.0,2.0,2.0
leppard,1.0,2.0,3.0
leprechaun,2.0,0.0,2.0
leprosi,0.0,3.0,3.0
lept,1.0,0.0,1.0
lern,0.0,1.0,1.0
leroux,1.0,0.0,1.0
leroy,1.0,2.0,3.0
les,5.0,8.0,13.0
lesbian,29.0,12.0,41.0
lesbo,1.0,0.0,1.0
lesen,0.0,1.0,1.0
lesiem,1.0,0.0,1.0
lesli,3.0,14.0,17.0
less,981.0,590.0,1571.0
lessen,2.0,2.0,4.0
lesser,20.0,24.0,44.0
lessin,1.0,0.0,1.0
lesson,7.0,8.0,15.0
lessor,1.0,0.0,1.0
lesstranspar,1.0,0.0,1.0
lest,3.0,5.0,8.0
lestat,11.0,0.0,11.0
lester,0.0,2.0,2.0
let,974.0,695.0,1669.0
letdown,35.0,4.0,39.0
lethal,1.0,7.0,8.0
letharg,5.0,2.0,7.0
lethem,0.0,1.0,1.0
letm,0.0,2.0,2.0
leto,2.0,2.0,4.0
letter,3.0,3.0,6.0
letterbox,8.0,11.0,19.0
letterman,0.0,1.0,1.0
lettermanstick,1.0,0.0,1.0
letthem,1.0,0.0,1.0
lettin,0.0,1.0,1.0
lettuc,2.0,4.0,6.0
levar,0.0,1.0,1.0
levasseur,1.0,0.0,1.0
level,24.0,13.0,37.0
levelof,1.0,0.0,1.0
lever,2.0,2.0,4.0
leverag,2.0,4.0,6.0
levi,1.0,0.0,1.0
levin,5.0,2.0,7.0
levit,1.0,0.0,1.0
leviton,1.0,1.0,2.0
lew,0.0,1.0,1.0
lewd,2.0,0.0,2.0
lewer,1.0,0.0,1.0
lewi,22.0,42.0,64.0
lewin,0.0,1.0,1.0
lewinski,1.0,0.0,1.0
lex,9.0,1.0,10.0
lexapro,0.0,1.0,1.0
lexar,0.0,1.0,1.0
lexi,3.0,1.0,4.0
lexington,0.0,2.0,2.0
lexus,0.0,2.0,2.0
leyland,1.0,0.0,1.0
lfe,1.0,0.0,1.0
lfetimegaurante,0.0,1.0,1.0
lfklfk,1.0,0.0,1.0
lfps,1.0,0.0,1.0
lg,5.0,2.0,7.0
lhasa,1.0,1.0,2.0
lhr,0.0,1.0,1.0
li,1.0,5.0,6.0
lia,0.0,1.0,1.0
liabl,1.0,0.0,1.0
liam,9.0,4.0,13.0
liar,8.0,1.0,9.0
lib,1.0,1.0,2.0
libari,2.0,1.0,3.0
libbi,0.0,3.0,3.0
libel,1.0,0.0,1.0
libellus,0.0,1.0,1.0
liber,60.0,22.0,82.0
liberac,0.0,1.0,1.0
libertarian,3.0,5.0,8.0
liberti,1.0,1.0,2.0
libido,1.0,0.0,1.0
libr,0.0,1.0,1.0
librari,82.0,95.0,177.0
librarian,6.0,11.0,17.0
libro,5.0,3.0,8.0
lice,0.0,1.0,1.0
licenc,1.0,0.0,1.0
licens,13.0,6.0,19.0
liceo,1.0,0.0,1.0
lich,1.0,0.0,1.0
licht,0.0,1.0,1.0
licious,1.0,2.0,3.0
lick,9.0,11.0,20.0
lickin,0.0,1.0,1.0
lid,37.0,19.0,56.0
liddi,2.0,0.0,2.0
lido,1.0,0.0,1.0
lie,145.0,80.0,225.0
lieb,1.0,0.0,1.0
liek,5.0,0.0,5.0
liekd,1.0,0.0,1.0
lier,1.0,1.0,2.0
liesand,1.0,0.0,1.0
liesur,0.0,1.0,1.0
lieten,0.0,1.0,1.0
lieter,1.0,0.0,1.0
lieuten,4.0,2.0,6.0
liev,2.0,1.0,3.0
life,0.0,2.0,2.0
lifegiv,0.0,1.0,1.0
lifeguard,0.0,1.0,1.0
lifehous,0.0,1.0,1.0
lifei,0.0,1.0,1.0
lifekey,1.0,0.0,1.0
lifeless,19.0,0.0,19.0
lifelik,1.0,6.0,7.0
lifelong,3.0,11.0,14.0
lifeproof,1.0,0.0,1.0
lifesav,0.0,7.0,7.0
lifestyl,6.0,15.0,21.0
lifetim,18.0,25.0,43.0
lifetmast,1.0,0.0,1.0
lifi,1.0,0.0,1.0
lift,50.0,63.0,113.0
liftoft,1.0,0.0,1.0
liger,0.0,1.0,1.0
ligera,0.0,1.0,1.0
ligeti,1.0,0.0,1.0
ligher,1.0,0.0,1.0
lighest,1.0,0.0,1.0
light,359.0,398.0,757.0
lightbulb,2.0,0.0,2.0
lighten,1.0,12.0,13.0
lighter,17.0,35.0,52.0
lightest,4.0,1.0,5.0
lightfoot,0.0,2.0,2.0
lightheart,3.0,14.0,17.0
lighthous,1.0,4.0,5.0
lightingandcr,1.0,0.0,1.0
lightn,11.0,10.0,21.0
lightner,0.0,2.0,2.0
lightnin,1.0,0.0,1.0
lightoli,0.0,1.0,1.0
lightsab,0.0,1.0,1.0
lightscrib,2.0,0.0,2.0
lightwav,3.0,0.0,3.0
lightweight,34.0,47.0,81.0
lightyearsbett,1.0,0.0,1.0
lighweight,0.0,1.0,1.0
lign,0.0,1.0,1.0
ligthen,0.0,1.0,1.0
liguid,0.0,1.0,1.0
liiiittl,0.0,1.0,1.0
liitl,4.0,0.0,4.0
lik,1.0,0.0,1.0
likabl,17.0,23.0,40.0
like,1926.0,2329.0,4255.0
likea,0.0,2.0,2.0
likeabl,38.0,27.0,65.0
likeabout,0.0,1.0,1.0
likeb,1.0,0.0,1.0
likedappreci,0.0,1.0,1.0
likegood,0.0,1.0,1.0
likejolli,0.0,1.0,1.0
liken,5.0,4.0,9.0
likesof,1.0,0.0,1.0
likesolar,0.0,1.0,1.0
liketh,1.0,1.0,2.0
likethi,1.0,2.0,3.0
likewis,4.0,3.0,7.0
likey,1.0,0.0,1.0
likng,1.0,0.0,1.0
liks,0.0,1.0,1.0
lil,16.0,16.0,32.0
lila,0.0,1.0,1.0
lili,9.0,15.0,24.0
lilia,1.0,0.0,1.0
lilja,0.0,1.0,1.0
lilla,0.0,3.0,3.0
lilli,1.0,0.0,1.0
lillian,1.0,1.0,2.0
lillienfeld,0.0,1.0,1.0
lilo,0.0,1.0,1.0
lilt,0.0,1.0,1.0
lima,1.0,0.0,1.0
liman,1.0,0.0,1.0
limb,0.0,2.0,2.0
limbaugh,2.0,1.0,3.0
limbo,1.0,2.0,3.0
lime,2.0,4.0,6.0
limerick,1.0,0.0,1.0
limf,1.0,0.0,1.0
limit,174.0,99.0,273.0
limitaion,0.0,1.0,1.0
limitless,1.0,2.0,3.0
limitsof,0.0,1.0,1.0
limp,28.0,23.0,51.0
limpli,1.0,0.0,1.0
limt,0.0,1.0,1.0
lina,0.0,1.0,1.0
lincoln,3.0,4.0,7.0
lincolnshir,1.0,0.0,1.0
linda,7.0,10.0,17.0
lindaagoodman,1.0,0.0,1.0
lindenmay,0.0,1.0,1.0
lindo,0.0,1.0,1.0
lindsay,3.0,23.0,26.0
lindsey,1.0,3.0,4.0
lindsi,1.0,0.0,1.0
lindt,0.0,1.0,1.0
line,23.0,10.0,33.0
linear,16.0,9.0,25.0
lineier,0.0,1.0,1.0
linen,4.0,2.0,6.0
liner,5.0,3.0,8.0
lineup,2.0,1.0,3.0
ling,4.0,0.0,4.0
linger,5.0,9.0,14.0
lingeri,1.0,0.0,1.0
lingo,1.0,1.0,2.0
lingua,1.0,0.0,1.0
lingual,1.0,0.0,1.0
linguist,10.0,5.0,15.0
link,45.0,21.0,66.0
linki,1.0,0.0,1.0
linkin,9.0,10.0,19.0
linklat,1.0,0.0,1.0
linksi,23.0,11.0,34.0
linoleum,1.0,0.0,1.0
linsey,1.0,0.0,1.0
linstead,1.0,0.0,1.0
lint,1.0,1.0,2.0
linti,1.0,0.0,1.0
linus,0.0,1.0,1.0
linux,7.0,7.0,14.0
linuxdid,1.0,0.0,1.0
liok,1.0,0.0,1.0
lion,1.0,0.0,1.0
liona,0.0,1.0,1.0
lionel,1.0,2.0,3.0
lioness,1.0,1.0,2.0
lionsgat,1.0,0.0,1.0
lip,12.0,8.0,20.0
lipil,0.0,1.0,1.0
lipstick,1.0,0.0,1.0
lipsto,1.0,0.0,1.0
lipton,2.0,0.0,2.0
liqu,0.0,1.0,1.0
liquid,14.0,10.0,24.0
liric,1.0,0.0,1.0
lisa,14.0,11.0,25.0
lisant,0.0,1.0,1.0
lisbon,2.0,0.0,2.0
lisl,1.0,1.0,2.0
lisp,0.0,1.0,1.0
lissen,0.0,1.0,1.0
lission,1.0,0.0,1.0
list,249.0,109.0,358.0
listat,1.0,0.0,1.0
listen,1140.0,1532.0,2672.0
listenandl,1.0,0.0,1.0
listend,0.0,1.0,1.0
listenedto,0.0,1.0,1.0
listenen,0.0,1.0,1.0
listeng,1.0,0.0,1.0
listenig,0.0,1.0,1.0
listent,1.0,0.0,1.0
listenth,1.0,0.0,1.0
listento,0.0,1.0,1.0
listerin,0.0,1.0,1.0
listetn,0.0,1.0,1.0
listin,4.0,3.0,7.0
listion,0.0,1.0,1.0
listless,5.0,1.0,6.0
listn,0.0,3.0,3.0
liszt,0.0,3.0,3.0
lit,20.0,7.0,27.0
litb,1.0,0.0,1.0
lite,11.0,11.0,22.0
liten,1.0,2.0,3.0
liteon,1.0,0.0,1.0
liter,162.0,99.0,261.0
literali,0.0,1.0,1.0
literallyliter,1.0,0.0,1.0
literari,96.0,92.0,188.0
literarili,1.0,0.0,1.0
literatur,9.0,12.0,21.0
literaturethes,1.0,0.0,1.0
literay,1.0,0.0,1.0
literitur,1.0,0.0,1.0
literu,0.0,1.0,1.0
lithium,4.0,2.0,6.0
litig,0.0,1.0,1.0
lititur,1.0,0.0,1.0
litl,1.0,3.0,4.0
lito,0.0,1.0,1.0
litrarari,1.0,0.0,1.0
litt,2.0,1.0,3.0
litter,9.0,12.0,21.0
littl,1929.0,2639.0,4568.0
littlechild,0.0,1.0,1.0
littlest,0.0,2.0,2.0
littletoo,0.0,1.0,1.0
littman,1.0,0.0,1.0
liturg,1.0,0.0,1.0
litz,0.0,2.0,2.0
liu,0.0,1.0,1.0
liusten,1.0,0.0,1.0
liv,2.0,1.0,3.0
livabl,1.0,1.0,2.0
live,754.0,1383.0,2137.0
livecam,1.0,0.0,1.0
liveli,1.0,1.0,2.0
liven,3.0,1.0,4.0
liver,0.0,2.0,2.0
livermor,0.0,2.0,2.0
livesey,0.0,1.0,1.0
livid,2.0,0.0,2.0
livin,1.0,2.0,3.0
livivgston,0.0,1.0,1.0
livng,0.0,1.0,1.0
livro,0.0,2.0,2.0
liz,1.0,3.0,4.0
liza,2.0,3.0,5.0
lizard,3.0,4.0,7.0
lizz,0.0,1.0,1.0
lizzi,3.0,4.0,7.0
lj,0.0,1.0,1.0
lk,0.0,1.0,1.0
lke,1.0,0.0,1.0
lkh,5.0,0.0,5.0
lknow,0.0,1.0,1.0
ll,999.0,1054.0,2053.0
lladd,0.0,1.0,1.0
lladr,0.0,1.0,1.0
llama,1.0,2.0,3.0
llano,0.0,1.0,1.0
llave,1.0,0.0,1.0
llbe,1.0,0.0,1.0
llc,1.0,0.0,1.0
llcthey,1.0,0.0,1.0
lldo,1.0,0.0,1.0
llega,0.0,1.0,1.0
llegado,1.0,0.0,1.0
llego,0.0,1.0,1.0
llenar,1.0,0.0,1.0
llet,1.0,0.0,1.0
lleva,0.0,1.0,1.0
llevada,1.0,0.0,1.0
llevamo,0.0,1.0,1.0
llevaran,0.0,1.0,1.0
llever,0.0,1.0,1.0
llewellyn,0.0,1.0,1.0
llgo,0.0,1.0,1.0
llittl,0.0,1.0,1.0
llive,0.0,1.0,1.0
llkeep,0.0,1.0,1.0
llloooooooonnnggg,1.0,0.0,1.0
lloyd,7.0,9.0,16.0
llrnr,0.0,1.0,1.0
llt,0.0,1.0,1.0
llywelyn,0.0,2.0,2.0
lm,0.0,2.0,2.0
lmiiyou,0.0,1.0,1.0
lo,16.0,21.0,37.0
load,140.0,67.0,207.0
loadedwith,0.0,1.0,1.0
loaf,0.0,2.0,2.0
loan,11.0,12.0,23.0
loath,13.0,5.0,18.0
loathabl,1.0,0.0,1.0
loathesom,1.0,0.0,1.0
loathsom,2.0,0.0,2.0
loav,0.0,1.0,1.0
lobbiest,1.0,0.0,1.0
lober,0.0,1.0,1.0
lobo,1.0,0.0,1.0
lobob,0.0,1.0,1.0
lobotom,0.0,2.0,2.0
lobotomi,1.0,1.0,2.0
lobster,2.0,1.0,3.0
loc,1.0,0.0,1.0
loca,0.0,3.0,3.0
local,274.0,220.0,494.0
locat,38.0,53.0,91.0
loch,1.0,0.0,1.0
lock,119.0,58.0,177.0
lockabl,1.0,0.0,1.0
lockhart,0.0,1.0,1.0
locksmith,0.0,2.0,2.0
lockup,1.0,0.0,1.0
lockwood,0.0,1.0,1.0
loco,1.0,0.0,1.0
locomot,3.0,2.0,5.0
locorrier,0.0,1.0,1.0
locust,0.0,1.0,1.0
lodg,0.0,3.0,3.0
lodger,0.0,2.0,2.0
loeb,1.0,1.0,2.0
loewen,1.0,0.0,1.0
loft,1.0,1.0,2.0
lofti,3.0,3.0,6.0
log,8.0,10.0,18.0
logan,3.0,3.0,6.0
logarithm,0.0,1.0,1.0
logic,61.0,48.0,109.0
login,3.0,1.0,4.0
logist,4.0,2.0,6.0
logistician,1.0,0.0,1.0
logitec,0.0,1.0,1.0
logitech,10.0,9.0,19.0
logitect,1.0,0.0,1.0
logo,4.0,2.0,6.0
logothearpi,0.0,1.0,1.0
logro,2.0,0.0,2.0
lohan,2.0,11.0,13.0
loi,4.0,11.0,15.0
loiter,1.0,0.0,1.0
lok,1.0,0.0,1.0
loke,1.0,1.0,2.0
lokk,1.0,1.0,2.0
lol,22.0,27.0,49.0
lola,3.0,4.0,7.0
lolcom,1.0,0.0,1.0
loldid,1.0,0.0,1.0
lolita,1.0,1.0,2.0
lololol,1.0,0.0,1.0
lolthi,1.0,0.0,1.0
lolzok,0.0,1.0,1.0
lomborg,2.0,0.0,2.0
lomi,0.0,1.0,1.0
lommel,1.0,0.0,1.0
lomo,0.0,1.0,1.0
lon,1.0,0.0,1.0
londenomg,0.0,1.0,1.0
london,14.0,26.0,40.0
londongettin,0.0,1.0,1.0
lone,39.0,48.0,87.0
loneghrin,1.0,0.0,1.0
loneli,0.0,4.0,4.0
lonesom,15.0,7.0,22.0
lonestar,0.0,1.0,1.0
long,1456.0,1453.0,2909.0
longer,444.0,314.0,758.0
longermad,1.0,0.0,1.0
longest,23.0,16.0,39.0
longfellow,0.0,1.0,1.0
longggg,1.0,0.0,1.0
longitud,1.0,0.0,1.0
longlast,0.0,1.0,1.0
longman,3.0,1.0,4.0
longmont,0.0,1.0,1.0
longridg,0.0,1.0,1.0
longshot,1.0,0.0,1.0
longterm,2.0,0.0,2.0
longtim,8.0,10.0,18.0
longu,0.0,1.0,1.0
longwind,6.0,0.0,6.0
lonl,0.0,1.0,1.0
lonley,1.0,0.0,1.0
lonni,0.0,1.0,1.0
loo,3.0,1.0,4.0
look,3217.0,2391.0,5608.0
looker,1.0,0.0,1.0
lookforward,0.0,1.0,1.0
looki,1.0,1.0,2.0
lookin,2.0,2.0,4.0
lookingfor,0.0,3.0,3.0
lookingth,1.0,0.0,1.0
lookk,1.0,0.0,1.0
looksid,0.0,1.0,1.0
lookthat,1.0,0.0,1.0
lookup,0.0,1.0,1.0
loolwa,1.0,0.0,1.0
loom,3.0,2.0,5.0
loomi,2.0,2.0,4.0
loon,1.0,0.0,1.0
loong,1.0,0.0,1.0
looni,0.0,1.0,1.0
looong,1.0,0.0,1.0
looongg,0.0,1.0,1.0
looonnggg,1.0,0.0,1.0
loooong,0.0,3.0,3.0
looooong,0.0,1.0,1.0
looooooong,0.0,1.0,1.0
looooooooooooong,0.0,1.0,1.0
looooooooooooooong,1.0,0.0,1.0
loooooooooooooooong,1.0,0.0,1.0
looooooooooooov,0.0,1.0,1.0
loooooooooooov,0.0,1.0,1.0
loooooov,0.0,3.0,3.0
loooov,0.0,2.0,2.0
looov,0.0,1.0,1.0
loop,14.0,6.0,20.0
loopa,1.0,0.0,1.0
loophol,0.0,1.0,1.0
loopi,1.0,2.0,3.0
loos,197.0,106.0,303.0
loosen,21.0,12.0,33.0
looser,2.0,1.0,3.0
loosli,2.0,2.0,4.0
loot,1.0,0.0,1.0
lop,1.0,0.0,1.0
lopez,4.0,1.0,5.0
lopsid,2.0,0.0,2.0
loquaci,1.0,0.0,1.0
lorainn,1.0,0.0,1.0
loranovtot,1.0,0.0,1.0
lorber,2.0,0.0,2.0
lorca,0.0,1.0,1.0
lord,9.0,8.0,17.0
lore,1.0,1.0,2.0
lorean,0.0,2.0,2.0
loreena,1.0,1.0,2.0
loren,0.0,3.0,3.0
lorena,1.0,0.0,1.0
lorenzo,3.0,2.0,5.0
loretta,0.0,4.0,4.0
lori,0.0,6.0,6.0
lorin,1.0,0.0,1.0
lorn,1.0,0.0,1.0
lorna,0.0,1.0,1.0
lorr,0.0,1.0,1.0
lorrain,0.0,2.0,2.0
lorri,1.0,1.0,2.0
lorrin,1.0,0.0,1.0
los,17.0,28.0,45.0
lose,299.0,184.0,483.0
loser,17.0,3.0,20.0
loses,1.0,0.0,1.0
losesom,1.0,0.0,1.0
losfer,0.0,1.0,1.0
loss,0.0,1.0,1.0
lossi,1.0,0.0,1.0
lossless,1.0,0.0,1.0
lost,625.0,389.0,1014.0
lot,173.0,177.0,350.0
lote,0.0,1.0,1.0
lotenjoy,1.0,0.0,1.0
loth,0.0,1.0,1.0
lotion,0.0,1.0,1.0
lotof,0.0,2.0,2.0
lotr,13.0,2.0,15.0
lotsa,1.0,1.0,2.0
lotsof,0.0,1.0,1.0
lotta,0.0,2.0,2.0
lotteri,1.0,1.0,2.0
lotti,0.0,5.0,5.0
lotto,1.0,0.0,1.0
lotu,1.0,0.0,1.0
lou,5.0,6.0,11.0
loud,217.0,187.0,404.0
louder,25.0,10.0,35.0
loudest,2.0,2.0,4.0
loudmouth,1.0,0.0,1.0
loudwith,1.0,0.0,1.0
lough,0.0,1.0,1.0
loui,21.0,19.0,40.0
louie,2.0,1.0,3.0
louis,0.0,1.0,1.0
louisa,0.0,2.0,2.0
louisiana,1.0,5.0,6.0
louisvill,1.0,1.0,2.0
loung,5.0,3.0,8.0
loungi,1.0,1.0,2.0
loup,0.0,1.0,1.0
lous,0.0,2.0,2.0
lousi,150.0,9.0,159.0
loutish,1.0,0.0,1.0
louvin,0.0,1.0,1.0
lov,0.0,1.0,1.0
lova,0.0,1.0,1.0
lovabl,7.0,20.0,27.0
lovano,0.0,1.0,1.0
love,1831.0,5719.0,7550.0
loveabl,4.0,2.0,6.0
lovecracft,0.0,1.0,1.0
lovecraft,1.0,0.0,1.0
lovefest,1.0,0.0,1.0
lovefinest,0.0,1.0,1.0
lovejoy,0.0,2.0,2.0
loveless,0.0,1.0,1.0
loveli,1.0,1.0,2.0
lovelin,1.0,0.0,1.0
lovelov,0.0,1.0,1.0
lovelybad,1.0,0.0,1.0
lovemak,0.0,2.0,2.0
lover,14.0,32.0,46.0
loverboy,0.0,1.0,1.0
lovesick,1.0,0.0,1.0
lovessssss,0.0,1.0,1.0
lovestori,1.0,0.0,1.0
lovestruck,1.0,0.0,1.0
loveth,0.0,1.0,1.0
lovetop,0.0,1.0,1.0
lovey,1.0,0.0,1.0
loveyou,1.0,0.0,1.0
lovin,3.0,3.0,6.0
lovitz,1.0,0.0,1.0
low,540.0,309.0,849.0
lowbrow,1.0,2.0,3.0
lowcost,1.0,0.0,1.0
lowel,0.0,2.0,2.0
lower,138.0,125.0,263.0
lowerth,1.0,0.0,1.0
lowest,44.0,18.0,62.0
lowli,0.0,1.0,1.0
lowlif,0.0,1.0,1.0
lowri,0.0,6.0,6.0
lowridin,0.0,1.0,1.0
lowryhad,0.0,1.0,1.0
lowsi,2.0,0.0,2.0
lowther,0.0,1.0,1.0
loyal,27.0,20.0,47.0
loyaltyto,1.0,0.0,1.0
lp,24.0,30.0,54.0
lpcm,0.0,1.0,1.0
lpr,1.0,0.0,1.0
lps,6.0,3.0,9.0
lr,1.0,0.0,1.0
lrrp,0.0,2.0,2.0
lsat,1.0,0.0,1.0
lsd,2.0,0.0,2.0
lsl,2.0,0.0,2.0
lso,0.0,1.0,1.0
lt,1.0,2.0,3.0
lte,1.0,0.0,1.0
ltj,0.0,4.0,4.0
ltq,0.0,1.0,1.0
ltr,0.0,1.0,1.0
ltte,1.0,0.0,1.0
lttle,0.0,1.0,1.0
luanch,1.0,0.0,1.0
luann,4.0,0.0,4.0
luareateship,1.0,0.0,1.0
lube,2.0,4.0,6.0
lubitsch,0.0,1.0,1.0
lubric,3.0,3.0,6.0
luc,0.0,1.0,1.0
luca,5.0,6.0,11.0
lucas,1.0,0.0,1.0
lucasfilm,0.0,1.0,1.0
lucassupport,0.0,1.0,1.0
lucern,1.0,0.0,1.0
luci,15.0,14.0,29.0
lucia,1.0,0.0,1.0
lucian,5.0,1.0,6.0
lucid,7.0,8.0,15.0
lucier,0.0,1.0,1.0
lucif,2.0,1.0,3.0
lucill,3.0,1.0,4.0
lucinda,3.0,3.0,6.0
lucini,1.0,0.0,1.0
lucio,1.0,0.0,1.0
luck,35.0,13.0,48.0
lucki,85.0,77.0,162.0
luckiest,0.0,2.0,2.0
luckili,67.0,27.0,94.0
lucrat,1.0,2.0,3.0
lucus,0.0,1.0,1.0
luda,1.0,0.0,1.0
ludacri,0.0,1.0,1.0
ludic,0.0,2.0,2.0
ludicr,45.0,2.0,47.0
ludicri,3.0,0.0,3.0
ludlam,1.0,0.0,1.0
ludlum,3.0,0.0,3.0
ludov,0.0,1.0,1.0
ludovici,1.0,0.0,1.0
ludric,2.0,0.0,2.0
ludricr,1.0,0.0,1.0
ludvigsen,0.0,1.0,1.0
lue,2.0,0.0,2.0
luffi,0.0,2.0,2.0
luft,0.0,1.0,1.0
lug,2.0,9.0,11.0
luggag,0.0,1.0,1.0
lugosi,0.0,3.0,3.0
lugubri,0.0,1.0,1.0
luhrman,0.0,1.0,1.0
lui,1.0,0.0,1.0
luicki,0.0,1.0,1.0
luigi,1.0,1.0,2.0
luisa,0.0,1.0,1.0
luka,0.0,3.0,3.0
luke,19.0,9.0,28.0
lukewarm,8.0,0.0,8.0
lulac,1.0,0.0,1.0
lull,9.0,6.0,15.0
lullabi,0.0,1.0,1.0
lullabl,0.0,1.0,1.0
lulu,0.0,1.0,1.0
lumbar,0.0,1.0,1.0
lumber,0.0,4.0,4.0
lumet,0.0,4.0,4.0
lumide,3.0,0.0,3.0
lumin,3.0,5.0,8.0
lump,6.0,7.0,13.0
lumpa,1.0,0.0,1.0
lumpi,2.0,2.0,4.0
lumpkin,0.0,1.0,1.0
luna,2.0,1.0,3.0
lunat,7.0,3.0,10.0
lunch,2.0,2.0,4.0
lunchbox,1.0,0.0,1.0
luncheon,1.0,0.0,1.0
lunchtim,0.0,1.0,1.0
lundgren,2.0,1.0,3.0
lune,1.0,0.0,1.0
lung,0.0,3.0,3.0
lungi,1.0,0.0,1.0
lunit,0.0,1.0,1.0
lupin,2.0,0.0,2.0
lupon,1.0,0.0,1.0
lurch,1.0,2.0,3.0
lure,10.0,8.0,18.0
lurid,8.0,0.0,8.0
lurk,1.0,6.0,7.0
lurv,1.0,4.0,5.0
luscious,0.0,6.0,6.0
lush,10.0,28.0,38.0
lust,7.0,8.0,15.0
luster,1.0,1.0,2.0
lusti,0.0,1.0,1.0
lustmord,1.0,0.0,1.0
lustrous,0.0,2.0,2.0
lute,1.0,1.0,2.0
luteal,3.0,0.0,3.0
luther,2.0,5.0,7.0
lutheran,1.0,2.0,3.0
luthier,0.0,2.0,2.0
luthor,1.0,0.0,1.0
lutyen,1.0,0.0,1.0
lutz,1.0,1.0,2.0
luuuci,1.0,0.0,1.0
luv,2.0,17.0,19.0
luxuri,5.0,6.0,11.0
lvb,4.0,0.0,4.0
lvl,0.0,1.0,1.0
